source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Chandigarh,Rishikesh,1211,train,summer,13,4-star,low,mixed,4,1744,92663,14094,2768,100141,25035
Kolkata,Agra,1265,flight,autumn,4,3-star,moderate,budget,5,4120,10949,1729,3491,18260,3652
Chandigarh,Jaisalmer,1229,flight,summer,4,budget,high,budget,6,6372,5501,1738,9532,20829,3471
Ahmedabad,Shimla,1391,train,monsoon,3,hostel,high,luxury,3,1568,1458,5986,5385,14398,4799
Pune,Udaipur,1136,car,winter,11,4-star,high,budget,7,9683,84026,5259,23448,110174,15739
Ahmedabad,Jaipur,948,train,autumn,5,4-star,high,luxury,4,1471,30612,9757,10176,46815,11704
Kolkata,Munnar,2534,bus,summer,14,3-star,low,luxury,7,3541,47538,29629,2888,75237,10748
Bangalore,Jaipur,1956,car,autumn,6,3-star,moderate,mixed,6,13432,15057,5864,6092,36400,6067
Bangalore,Ooty,195,car,winter,13,hostel,low,mixed,2,1962,10480,11998,3497,27937,13969
Lucknow,Munnar,1545,bus,winter,3,3-star,moderate,luxury,7,1846,10181,6939,3054,19818,2831
Chandigarh,Jaipur,954,bus,summer,13,4-star,high,mixed,3,1098,100670,14522,25796,142086,47362
Kolkata,Manali,1815,bus,autumn,3,4-star,high,mixed,4,2176,19368,2744,6791,27971,6993
Chandigarh,Udaipur,1032,flight,winter,6,hostel,low,mixed,6,5681,5515,6836,1491,17571,2928
Hyderabad,Ooty,1351,train,winter,7,budget,high,budget,3,2736,11389,3299,14739,32163,10721
Pune,Rishikesh,1286,bus,summer,6,4-star,low,mixed,1,1509,37996,6703,1245,47453,47453
Ahmedabad,Jaisalmer,1243,car,winter,6,5-star,moderate,mixed,6,10980,90675,5553,5004,100991,16832
Lucknow,Goa,901,bus,monsoon,12,5-star,moderate,luxury,1,739,117261,23990,11804,153794,153794
Mumbai,Ladakh,2501,car,monsoon,8,4-star,high,mixed,1,13260,34690,7104,18252,73306,73306
Chennai,Varanasi,1695,flight,monsoon,12,hostel,moderate,luxury,5,6860,6296,27410,12287,47568,9514
Bangalore,Agra,1838,car,autumn,14,4-star,low,budget,3,11557,79102,6524,3758,100941,33647
Chandigarh,Munnar,1516,bus,autumn,8,3-star,moderate,budget,2,1532,20577,3404,8195,33707,16854
Kolkata,Shimla,1754,train,winter,9,budget,low,mixed,7,3603,15211,8493,2433,26765,3824
Ahmedabad,Shimla,1396,train,winter,2,3-star,moderate,mixed,5,2690,7587,1781,1677,12361,2472
Lucknow,Varanasi,1089,bus,winter,5,4-star,high,budget,6,1335,42454,2527,11005,51589,8598
Ahmedabad,Jaisalmer,1249,train,summer,9,hostel,low,mixed,7,2075,5923,9488,2275,17785,2541
Chandigarh,Agra,970,car,winter,13,5-star,moderate,mixed,6,10176,174385,12673,11322,187701,31284
Bangalore,Darjeeling,2124,train,autumn,12,hostel,low,budget,3,3129,7420,5958,3008,19515,6505
Ahmedabad,Manali,1502,car,autumn,2,budget,moderate,mixed,5,11193,2613,1868,1576,15525,3105
Pune,Jaipur,948,train,winter,4,4-star,low,mixed,6,1802,27030,3508,1048,30049,5008
Delhi,Darjeeling,1517,bus,summer,8,budget,moderate,mixed,3,1829,10285,8972,6826,27912,9304
Lucknow,Darjeeling,1528,flight,summer,11,3-star,low,luxury,4,8897,43789,24892,2330,71917,17979
Delhi,Munnar,2841,bus,summer,4,budget,moderate,luxury,7,3327,5500,10109,3894,20547,2935
Hyderabad,Jaisalmer,1397,train,monsoon,8,4-star,moderate,mixed,2,1271,34619,7848,7377,51116,25558
Kolkata,Shimla,1890,train,summer,8,5-star,low,luxury,2,3506,125274,18975,1932,149687,74844
Chandigarh,Andaman,2240,bus,summer,7,hostel,high,luxury,3,2551,4894,15971,13139,36555,12185
Hyderabad,Ladakh,2227,flight,autumn,8,hostel,high,budget,4,10432,4898,3794,18152,33548,8387
Chandigarh,Kerala,1516,flight,autumn,12,3-star,high,mixed,2,5934,38857,13302,23462,81556,40778
Lucknow,Munnar,1586,flight,monsoon,4,4-star,high,luxury,2,5335,18934,9638,7916,41822,20911
Chandigarh,Agra,1070,train,autumn,7,3-star,high,mixed,5,1602,19326,6526,15480,38640,7728
Chandigarh,Goa,1019,car,monsoon,7,3-star,moderate,budget,7,5142,15142,3881,5689,26868,3838
Chandigarh,Andaman,2206,bus,autumn,2,3-star,high,budget,7,1980,5257,1149,4494,11593,1656
Kolkata,Andaman,1481,train,autumn,10,hostel,moderate,luxury,2,2034,6094,23880,9595,41602,20801
Chandigarh,Agra,934,flight,monsoon,4,5-star,low,luxury,1,3807,30192,9880,903,44782,44782
Hyderabad,Ladakh,2108,bus,autumn,8,3-star,high,mixed,1,2261,24858,8900,18758,54778,54778
Lucknow,Ladakh,2296,car,winter,4,4-star,low,budget,1,21904,29500,1801,1096,54302,54302
Mumbai,Andaman,2576,bus,autumn,10,3-star,moderate,luxury,1,2950,30767,22739,8622,65078,65078
Lucknow,Darjeeling,1432,train,summer,11,5-star,moderate,mixed,1,2239,165280,10417,11358,189293,189293
Pune,Varanasi,1112,bus,summer,6,hostel,moderate,budget,7,1201,4883,2959,5200,12819,1831
Chandigarh,Munnar,1546,train,summer,7,4-star,moderate,luxury,3,2592,51455,16827,7047,77920,25973
Lucknow,Manali,1419,flight,summer,5,3-star,moderate,mixed,2,7631,19567,4568,5018,36785,18392
Lucknow,Ooty,1364,flight,autumn,3,hostel,moderate,luxury,4,4711,1828,5928,2766,13709,3427
Hyderabad,Rishikesh,1214,flight,monsoon,14,3-star,moderate,budget,7,3793,30515,7062,11588,47661,6809
Delhi,Manali,499,car,monsoon,12,3-star,moderate,luxury,4,2777,30578,22666,9477,58948,14737
Delhi,Udaipur,620,train,autumn,4,budget,low,luxury,5,798,4392,9468,1004,14096,2819
Pune,Jaisalmer,1262,car,winter,6,hostel,high,mixed,3,12035,5085,6074,13425,36620,12207
Hyderabad,Manali,1541,train,autumn,11,4-star,high,mixed,3,1823,62195,10702,23502,98222,32741
Chandigarh,Darjeeling,1420,bus,summer,9,hostel,low,mixed,7,1740,7092,8226,2144,17282,2469
Chennai,Munnar,655,flight,summer,7,hostel,moderate,mixed,1,3279,5683,6680,5415,21058,21058
Chandigarh,Munnar,1561,car,autumn,12,5-star,low,luxury,7,12701,152395,29280,2517,177204,25315
Lucknow,Andaman,2190,flight,winter,8,hostel,moderate,budget,2,12042,7075,3516,6898,29531,14765
Delhi,Rishikesh,221,car,winter,4,budget,high,luxury,7,2120,6751,9797,9553,25399,3628
Chennai,Agra,1712,car,monsoon,3,3-star,moderate,mixed,2,9360,7394,2975,2814,22543,11271
Chennai,Agra,1882,car,winter,12,3-star,moderate,luxury,2,16574,50370,26877,10605,104426,52213
Pune,Shimla,1339,train,autumn,3,3-star,moderate,mixed,5,1939,9993,2802,3090,16041,3208
Hyderabad,Agra,1013,train,monsoon,8,hostel,low,mixed,1,912,4161,7107,1643,13823,13823
Pune,Udaipur,1084,bus,winter,5,5-star,high,luxury,2,1457,88094,12310,9714,111575,55787
Delhi,Goa,1963,car,summer,7,hostel,high,mixed,2,19704,4901,7595,13875,46075,23037
Bangalore,Andaman,2200,bus,summer,4,4-star,moderate,budget,6,2505,24607,1703,3642,29212,4869
Mumbai,Jaipur,1222,flight,monsoon,6,5-star,moderate,luxury,4,3476,60045,13684,4802,73807,18452
Ahmedabad,Kerala,1531,flight,autumn,4,hostel,low,budget,2,5044,2279,2273,1034,10629,5314
Hyderabad,Manali,1555,flight,autumn,8,5-star,moderate,luxury,3,5644,83681,19002,8050,116376,38792
Kolkata,Ladakh,2580,bus,monsoon,11,budget,high,luxury,2,1802,11667,26616,24440,64526,32263
Delhi,Ooty,2591,flight,winter,6,budget,low,budget,4,13460,10906,2812,1553,25859,6465
Bangalore,Rishikesh,2360,car,monsoon,3,5-star,high,mixed,5,12868,27913,2930,6385,45086,9017
Lucknow,Ladakh,2156,bus,summer,6,3-star,low,mixed,4,2659,22941,6326,1605,30178,7545
Mumbai,Rishikesh,1633,bus,autumn,10,3-star,moderate,budget,2,1839,25729,4733,10167,42468,21234
Chennai,Agra,1776,car,summer,7,4-star,low,mixed,4,16858,43058,6656,1536,61297,15324
Ahmedabad,Ladakh,2225,bus,winter,11,budget,moderate,budget,4,2649,20242,5488,9721,34291,8573
Mumbai,Munnar,1411,flight,winter,3,3-star,high,mixed,4,6896,12789,2901,5669,25430,6357
Bangalore,Rishikesh,2405,flight,summer,14,hostel,low,luxury,7,9140,11866,32377,3047,50787,7255
Mumbai,Kerala,1342,train,autumn,6,5-star,moderate,mixed,5,1723,69451,5649,4926,73574,14715
Kolkata,Shimla,1761,flight,winter,4,hostel,moderate,mixed,3,8829,2974,4433,3767,20003,6668
Pune,Ladakh,2243,flight,autumn,8,3-star,low,luxury,3,9389,23032,18366,1901,52688,17563
Hyderabad,Agra,1077,train,autumn,5,4-star,high,luxury,1,1291,29037,11484,11555,53368,53368
Bangalore,Shimla,2519,train,summer,9,5-star,moderate,luxury,4,4044,129101,19843,8426,145272,36318
Mumbai,Kerala,1451,bus,summer,7,budget,moderate,budget,4,1860,8979,3181,5360,17442,4360
Mumbai,Rishikesh,1785,car,summer,2,3-star,low,mixed,7,15037,7077,2273,437,22342,3192
Mumbai,Rishikesh,1639,car,monsoon,9,budget,moderate,budget,1,8901,9378,4575,7570,30424,30424
Chandigarh,Jaisalmer,1226,train,winter,4,4-star,high,mixed,1,2353,35201,4340,7575,49469,49469
Chandigarh,Varanasi,1004,flight,monsoon,3,4-star,high,budget,1,4054,14707,1309,6198,26268,26268
Mumbai,Andaman,2599,car,summer,12,budget,high,mixed,5,24965,18821,12354,25818,73762,14752
Pune,Udaipur,1160,train,autumn,11,3-star,low,mixed,5,1607,36480,9474,2616,45160,9032
Chandigarh,Agra,950,flight,summer,6,budget,low,luxury,1,5341,7667,14607,1276,28890,28890
Lucknow,Shimla,1368,bus,autumn,13,4-star,high,budget,7,1432,69774,6522,29485,96492,13785
Ahmedabad,Ladakh,2211,bus,summer,7,hostel,moderate,luxury,1,2632,4771,14212,6631,28245,28245
Lucknow,Agra,931,car,summer,3,4-star,high,budget,6,8787,21792,1566,6390,34682,5780
Delhi,Agra,243,bus,autumn,8,3-star,high,budget,5,264,26653,4267,15361,41891,8378
Chandigarh,Munnar,1436,flight,monsoon,10,hostel,low,luxury,2,3762,5106,24168,2310,35346,17673
Lucknow,Varanasi,1120,train,winter,8,3-star,high,luxury,5,1894,34650,16476,17021,63037,12607
Bangalore,Varanasi,1846,flight,autumn,14,4-star,high,luxury,5,8411,88913,27161,33757,142419,28484
Lucknow,Shimla,1365,flight,autumn,2,3-star,high,luxury,2,4613,6668,3790,3941,19011,9506
Kolkata,Shimla,1874,train,winter,4,budget,low,mixed,5,2913,5914,4333,941,12691,2538
Lucknow,Manali,1539,train,monsoon,2,hostel,high,mixed,4,1397,836,2073,4315,7759,1940
Chennai,Jaipur,1711,car,winter,5,4-star,high,budget,6,16430,41881,2817,11733,65574,10929
Pune,Shimla,1420,bus,summer,13,4-star,high,budget,1,1595,86130,6087,30992,124805,124805
Hyderabad,Udaipur,1136,train,autumn,13,4-star,low,budget,2,1585,72999,7181,3041,84806,42403
Bangalore,Manali,2579,flight,monsoon,3,4-star,low,luxury,5,7243,13249,7181,750,25580,5116
Pune,Agra,966,train,autumn,11,4-star,low,budget,6,1216,69251,4784,2691,70147,11691
Lucknow,Ladakh,2120,car,autumn,13,4-star,low,luxury,6,16053,79528,28020,3519,114408,19068
Lucknow,Jaisalmer,1241,bus,winter,7,4-star,low,mixed,1,1545,52135,7188,1611,62478,62478
Pune,Shimla,1331,bus,summer,4,hostel,moderate,mixed,2,1533,2654,3654,3165,11006,5503
Mumbai,Manali,1986,train,winter,13,5-star,moderate,budget,4,3373,180167,6522,12697,182483,45621
Pune,Ladakh,2227,car,autumn,12,hostel,low,luxury,3,13920,6624,28792,3183,52518,17506
Bangalore,Ooty,231,car,summer,13,3-star,high,mixed,7,2108,40492,11195,26700,72446,10349
Mumbai,Shimla,1810,flight,autumn,11,3-star,high,luxury,4,6436,32610,22617,20884,74292,18573
Chandigarh,Andaman,2156,bus,summer,3,hostel,low,luxury,4,2294,2063,6937,698,10793,2698
Lucknow,Varanasi,1048,bus,autumn,14,5-star,high,luxury,1,1059,157657,28858,32851,220425,220425
Delhi,Goa,1886,train,autumn,12,budget,low,mixed,6,2705,15940,12525,2583,30378,5063
Hyderabad,Munnar,1484,car,summer,6,4-star,high,mixed,4,11611,46465,5291,12692,68453,17113
Bangalore,Ooty,255,flight,winter,13,budget,moderate,mixed,6,3344,20816,13200,10129,42740,7123
Delhi,Andaman,2975,train,monsoon,13,3-star,low,mixed,3,3177,30477,14828,3357,51839,17280
Mumbai,Agra,1267,car,winter,6,budget,moderate,luxury,7,10841,10416,15085,5769,37899,5414
Ahmedabad,Goa,1040,bus,summer,6,budget,high,budget,2,1401,8515,2970,14056,26943,13471
Chandigarh,Shimla,1307,car,winter,6,5-star,moderate,mixed,2,12477,105684,6802,5226,130189,65095
Chandigarh,Jaisalmer,1237,flight,autumn,9,budget,high,luxury,2,4233,11752,21810,18868,56663,28331
Pune,Agra,1066,bus,autumn,10,4-star,high,mixed,2,1123,63052,11000,21737,96911,48456
Delhi,Manali,605,train,summer,8,3-star,low,mixed,3,1063,29169,7079,1943,39254,13085
Chennai,Munnar,674,train,monsoon,7,hostel,high,budget,5,742,3258,3270,13532,18723,3745
Chennai,Rishikesh,2574,bus,summer,2,hostel,high,budget,1,3466,1370,1087,3976,9899,9899
Hyderabad,Rishikesh,1222,flight,monsoon,13,4-star,high,luxury,5,4879,49410,26421,26636,96612,19322
Mumbai,Manali,1983,car,winter,2,hostel,moderate,luxury,4,18214,1582,4472,1693,23364,5841
Ahmedabad,Munnar,1493,train,autumn,9,4-star,moderate,mixed,2,1933,50860,8286,8129,69209,34604
Delhi,Andaman,3037,train,winter,4,5-star,low,mixed,1,5368,65337,4233,922,75860,75860
Ahmedabad,Varanasi,1019,train,autumn,11,4-star,moderate,luxury,3,1527,69935,26831,8524,106816,35605
Bangalore,Rishikesh,2474,flight,monsoon,6,3-star,high,budget,4,8129,12258,2714,12824,32332,8083
Pune,Varanasi,1110,flight,monsoon,13,5-star,low,budget,6,4938,121804,5687,3375,122223,20370
Delhi,Rishikesh,163,bus,autumn,8,4-star,low,luxury,3,182,49815,19685,2009,71691,23897
Hyderabad,Munnar,1571,bus,autumn,2,budget,high,luxury,2,1792,2774,4511,4209,13285,6643
Lucknow,Kerala,1419,flight,monsoon,9,hostel,low,mixed,7,4153,4149,9952,2308,18506,2644
Kolkata,Ooty,2165,flight,autumn,6,3-star,moderate,luxury,6,9049,17460,13567,4656,40259,6710
Lucknow,Varanasi,1154,bus,autumn,13,5-star,low,luxury,2,1370,129397,28764,2976,162507,81254
Lucknow,Andaman,2178,train,winter,9,3-star,low,budget,1,4041,30878,4318,1937,41174,41174
Mumbai,Udaipur,878,flight,autumn,10,budget,high,mixed,1,3287,11105,10196,22315,46904,46904
Bangalore,Kerala,546,flight,monsoon,11,5-star,low,budget,2,3858,90435,5804,2670,102767,51384
Mumbai,Jaisalmer,836,train,autumn,11,hostel,low,mixed,6,1040,7053,11315,2973,20143,3357
Mumbai,Agra,1156,flight,winter,2,hostel,low,budget,5,5677,1903,1039,430,8144,1629
Hyderabad,Darjeeling,1575,flight,winter,6,hostel,moderate,mixed,2,8183,5771,6762,6173,26889,13444
Kolkata,Andaman,1590,flight,summer,9,3-star,low,budget,2,7257,29352,4332,1994,42935,21467
Mumbai,Goa,621,car,autumn,9,5-star,low,luxury,1,5105,98562,20585,2430,126681,126681
Mumbai,Udaipur,808,train,summer,8,hostel,low,luxury,6,1376,5365,17442,1805,23390,3898
Chennai,Ladakh,3455,bus,summer,3,3-star,high,mixed,6,3927,10720,3216,5731,21236,3539
Hyderabad,Munnar,1477,train,summer,12,budget,high,luxury,1,2369,19555,29202,24542,75668,75668
Mumbai,Goa,610,car,monsoon,6,4-star,moderate,luxury,2,2915,30257,13162,5863,52197,26098
Kolkata,Ooty,2209,train,summer,2,hostel,moderate,budget,5,3637,1329,954,1630,6795,1359
Lucknow,Shimla,1488,car,summer,7,hostel,moderate,luxury,1,13554,5195,14783,5829,39361,39361
Chennai,Darjeeling,2059,car,summer,13,4-star,high,budget,3,17297,85146,7448,31054,140944,46981
Pune,Ladakh,2297,flight,summer,14,3-star,moderate,budget,3,10816,44229,7315,11316,73677,24559
Hyderabad,Manali,1407,train,monsoon,7,hostel,high,mixed,5,1548,3219,7639,15750,25340,5068
Chandigarh,Andaman,2144,car,winter,4,hostel,high,budget,6,18685,3682,1922,8729,29716,4953
Ahmedabad,Jaisalmer,1331,bus,winter,2,hostel,moderate,budget,7,2079,1511,943,1682,5593,799
Lucknow,Rishikesh,1337,bus,winter,12,hostel,low,mixed,5,1920,9203,10431,3214,22291,4458
Pune,Ooty,1317,car,winter,4,4-star,moderate,budget,2,11432,26252,1883,3941,43509,21754
Kolkata,Darjeeling,616,train,monsoon,6,budget,low,luxury,6,546,4958,13115,1380,17999,3000
Hyderabad,Goa,911,bus,summer,10,4-star,low,mixed,5,1107,76305,10773,2081,81240,16248
Mumbai,Jaisalmer,992,flight,monsoon,6,hostel,low,budget,4,4452,3049,2763,1235,10349,2587
Ahmedabad,Varanasi,1004,bus,summer,5,4-star,moderate,mixed,7,1174,31063,4290,4666,37074,5296
Bangalore,Kerala,676,bus,summer,2,budget,high,mixed,2,810,2585,1815,4746,9956,4978
Bangalore,Ladakh,3164,car,summer,11,4-star,moderate,luxury,5,24185,68914,23758,9945,114121,22824
Chennai,Kerala,689,flight,autumn,13,4-star,moderate,luxury,4,3511,69879,29610,12670,104103,26026
Pune,Jaipur,1091,train,autumn,5,5-star,high,luxury,4,1684,58568,9365,11424,72937,18234
Hyderabad,Andaman,2104,flight,monsoon,9,budget,high,budget,3,8163,7596,5102,21373,42233,14078
Ahmedabad,Shimla,1367,flight,monsoon,4,4-star,high,luxury,1,5064,20123,9135,7334,41656,41656
Ahmedabad,Goa,913,bus,monsoon,4,3-star,low,luxury,6,794,10005,9754,1004,19401,3233
Ahmedabad,Andaman,2191,bus,winter,8,hostel,low,luxury,4,3340,7383,17282,2066,27065,6766
Mumbai,Jaisalmer,987,bus,autumn,14,hostel,high,mixed,4,1113,9218,15485,29339,49640,12410
Mumbai,Jaisalmer,990,car,winter,13,3-star,high,luxury,6,10990,53765,29194,29592,111187,18531
Delhi,Darjeeling,1508,flight,winter,12,3-star,low,luxury,7,7634,47417,24706,2848,74344,10621
Kolkata,Jaipur,1485,bus,autumn,2,4-star,moderate,budget,4,1494,12114,872,1685,14548,3637
Bangalore,Andaman,2368,flight,monsoon,13,4-star,moderate,budget,7,6789,56993,5666,11917,73228,10461
Chandigarh,Agra,929,train,autumn,13,3-star,moderate,budget,7,1319,39048,6880,10450,51928,7418
Ahmedabad,Varanasi,1140,car,monsoon,6,budget,moderate,luxury,2,7305,6359,12079,4683,30426,15213
Kolkata,Shimla,1892,flight,winter,2,5-star,low,luxury,7,9234,35234,4398,495,44425,6346
Bangalore,Varanasi,1853,car,summer,14,3-star,high,budget,5,14715,43786,6370,27347,82996,16599
Delhi,Manali,456,train,winter,8,3-star,high,budget,1,743,27242,4312,16635,48931,48931
Hyderabad,Andaman,2226,car,winter,7,4-star,high,budget,3,22190,55601,3582,15551,96924,32308
Chennai,Rishikesh,2632,flight,monsoon,6,4-star,moderate,luxury,5,8757,24064,13224,6023,46861,9372
Ahmedabad,Shimla,1486,flight,summer,10,4-star,low,luxury,4,8648,74254,24076,2683,98695,24674
Chennai,Goa,975,bus,winter,6,budget,high,luxury,4,1408,9919,12759,13683,33992,8498
Ahmedabad,Shimla,1446,car,autumn,13,hostel,low,budget,4,11637,7498,7145,3267,26593,6648
Chandigarh,Agra,1012,car,summer,2,5-star,low,budget,6,8877,25014,1085,506,31934,5322
Lucknow,Goa,1095,flight,autumn,7,hostel,moderate,luxury,2,4110,4244,14080,7151,29585,14793
Hyderabad,Kerala,1502,bus,monsoon,11,5-star,low,budget,2,1059,100394,5367,2869,109688,54844
Ahmedabad,Agra,1048,car,summer,8,budget,high,mixed,1,9110,12392,8459,17034,46995,46995
Pune,Rishikesh,1305,bus,winter,12,4-star,high,budget,7,1859,79400,6331,22962,99496,14214
Pune,Ladakh,2182,train,summer,4,3-star,moderate,luxury,7,3158,12388,9886,3587,26117,3731
Hyderabad,Goa,903,flight,summer,9,3-star,high,luxury,6,5042,28978,18262,18318,63539,10590
Bangalore,Ladakh,3240,car,monsoon,4,4-star,high,budget,5,15585,18035,2126,7760,39156,7831
Hyderabad,Munnar,1465,car,summer,7,5-star,high,mixed,6,11101,88680,7378,13692,108765,18128
Hyderabad,Darjeeling,1438,car,monsoon,2,budget,high,budget,2,7056,2056,960,3608,13680,6840
Hyderabad,Darjeeling,1536,train,autumn,13,5-star,moderate,mixed,7,1960,135682,13821,13347,148329,21190
Kolkata,Munnar,2603,flight,monsoon,12,3-star,low,budget,6,7606,28540,5261,3270,40210,6702
Chandigarh,Manali,1456,train,winter,11,budget,high,mixed,4,2886,19756,10948,20246,48452,12113
Delhi,Jaisalmer,748,train,summer,2,5-star,moderate,luxury,7,1389,25010,4777,1894,29762,4252
Chandigarh,Jaipur,938,flight,winter,2,5-star,moderate,luxury,4,5335,35412,4249,1718,42042,10511
Mumbai,Jaipur,1121,bus,winter,4,hostel,low,budget,3,1768,3792,2171,844,8575,2858
Ahmedabad,Udaipur,1020,bus,autumn,6,budget,high,mixed,5,1182,7533,6822,11165,24031,4806
Delhi,Jaisalmer,816,bus,summer,2,4-star,moderate,budget,6,1126,12966,1070,2056,15497,2583
Kolkata,Ooty,2101,bus,winter,5,budget,low,budget,2,3145,7488,2258,1252,14143,7071
Ahmedabad,Manali,1467,train,monsoon,4,hostel,moderate,luxury,7,1734,1637,9328,3374,14466,2067
Delhi,Jaisalmer,895,bus,winter,5,budget,moderate,luxury,7,1133,7505,10078,4568,20956,2994
Mumbai,Jaisalmer,815,car,winter,11,3-star,moderate,budget,1,9157,45565,4772,9832,69327,69327
Ahmedabad,Jaipur,938,flight,summer,6,budget,low,budget,3,4650,10034,3085,1539,19308,6436
Lucknow,Jaipur,1097,train,monsoon,7,5-star,moderate,mixed,2,1247,56382,6945,6812,71387,35693
Pune,Ladakh,2272,train,autumn,10,4-star,low,mixed,1,3038,65725,10459,2653,81875,81875
Ahmedabad,Jaisalmer,1382,train,summer,4,5-star,high,budget,4,2291,56226,2072,7830,61577,15394
Chandigarh,Agra,962,car,winter,13,hostel,low,luxury,4,8469,12293,27461,3555,46599,11650
Chennai,Jaipur,1819,car,autumn,3,4-star,low,luxury,3,14661,17161,6596,671,39089,13030
Lucknow,Rishikesh,1317,flight,autumn,5,hostel,high,budget,6,5733,3551,2602,10250,19923,3320
Pune,Jaisalmer,1389,car,summer,3,3-star,low,mixed,1,12974,11328,3038,739,28080,28080
Chandigarh,Kerala,1409,bus,autumn,10,hostel,high,luxury,4,1615,6888,22455,23906,49377,12344
Lucknow,Jaipur,920,car,winter,12,budget,high,budget,1,7959,21190,6430,25202,60781,60781
Bangalore,Udaipur,1507,flight,summer,12,3-star,high,mixed,4,6356,37507,11110,22937,70119,17530
Chennai,Ooty,541,bus,monsoon,3,4-star,high,luxury,4,418,12210,5877,6179,22216,5554
Ahmedabad,Shimla,1415,bus,summer,6,5-star,low,luxury,3,1748,78913,14451,1410,96521,32174
Kolkata,Udaipur,1647,car,winter,9,budget,moderate,budget,7,15619,14362,4256,7107,37209,5316
Ahmedabad,Agra,1099,bus,autumn,10,hostel,high,budget,5,1304,6107,5183,23005,32040,6408
Lucknow,Goa,1062,flight,summer,4,5-star,moderate,luxury,2,5430,54733,8737,3568,72468,36234
Ahmedabad,Andaman,2273,flight,autumn,7,4-star,high,luxury,4,9334,35364,14947,16409,68449,17112
Hyderabad,Agra,921,train,summer,12,5-star,low,mixed,6,1349,155157,11018,2986,153458,25576
Kolkata,Manali,1967,bus,winter,8,budget,low,mixed,5,3164,12562,7746,2022,22945,4589
Kolkata,Munnar,2654,bus,winter,9,budget,low,budget,5,3328,12949,4351,2274,20612,4122
Kolkata,Andaman,1442,flight,monsoon,8,3-star,moderate,mixed,7,5449,20507,7889,8135,37783,5398
Kolkata,Jaipur,1534,train,autumn,12,5-star,low,mixed,4,1860,121812,10367,2864,123212,30803
Lucknow,Ladakh,2201,car,autumn,5,hostel,low,mixed,3,14049,3578,4321,1107,23054,7685
Delhi,Rishikesh,269,bus,summer,3,3-star,high,budget,4,343,11101,1292,6190,17034,4258
